;+#;Nombre;Precio;1h %;24 h %;7d %;Cap. de Mercado;Volumen (24h);Acciones en circulación
175;706;Lumerin LMR;$0.05773;+0.30%;+10.55%;-20.32%;$35.02M $35,018,407;$447,914 7,759,267 LMR;606,615,000 LMR
176;707;Nuco.cloud NCDT;$1.09;+3.38%;+23.42%;+10.01%;$34.98M $34,976,890;$597,418 547,733 NCDT;32,030,898 NCDT
177;708;Openfabric AI OFN;$0.5652;+0.43%;-4.28%;+43.42%;$34.73M $34,726,570;$2,759,721 4,875,908 OFN;61,336,459 OFN
178;757;Synesis One SNS;$0.06406;-0.24%;+17.61%;-21.65%;$29.27M $29,268,059;$3,154,212 49,201,298 SNS;456,252,758 SNS
179;763;OORT OORT;$0.4017;+0.42%;-0.63%;-4.31%;$28.79M $28,793,781;$2,246,585 5,594,586 OORT;71,683,627 OORT
180;765;VIDT DAO VIDT;$0.03703;-0.08%;+5.09%;-13.13%;$28.45M $28,452,416;$2,701,148 72,886,021 VIDT;770,011,370 VIDT
181;781;Dock DOCK;$0.03053;-0.09%;+6.47%;-21.98%;$26.72M $26,718,618;$1,488,298 48,806,330 DOCK;876,417,166 DOCK
182;787;NuNet NTX;$0.05214;+0.62%;+3.38%;-12.04%;$26.28M $26,280,910;$174,750 3,349,218 NTX;504,084,665 NTX
183;808;Volt Inu VOLT;$0.0...04413;+0.19%;+1.42%;-10.96%;$24.13M $24,131,556;$8,439,677 19,140,553,629,814 VOLT;54,766,287,142,827 VOLT
184;809;GameGPT DUEL;$0.01648;-0.09%;+1.48%;-12.09%;$23.92M $23,923,398;$23,733,135 1,440,215,225 DUEL;1,454,408,582 DUEL
185;811;DexCheck AI DCK;$0.07045;+0.22%;+2.21%;-8.12%;$23.89M $23,887,585;$1,380,538 19,583,125 DCK;339,422,186 DCK
186;842;Optimus AI OPTI;$0.2299;-0.38%;-1.21%;-10.89%;$21.85M $21,846,731;$338,047 1,470,717 OPTI;95,034,939 OPTI
187;851;DeepBrain Chain DBC;$0.003932;-0.60%;+0.23%;-16.53%;$21.35M $21,346,538;$644,695 164,167,201 DBC;5,428,952,299 DBC
188;852;TRVL TRVL;$0.06724;+0.10%;+9.72%;-2.56%;$21.06M $21,056,058;$354,962 5,279,305 TRVL;313,155,747 TRVL
189;871;Step App FITFI;$0.00757;-1.95%;+12.55%;-15.29%;$19.15M $19,152,786;$9,880,692 1,264,568,736 FITFI;2,530,000,000 FITFI
190;904;GT Protocol GTAI;$2.27;+0.56%;+7.77%;-17.22%;$17.55M $17,547,296;$15,133,318 6,664,131 GTAI;7,732,754 GTAI
191;922;Phantasma SOUL;$0.1335;-0.21%;+5.79%;-3.89%;$16.58M $16,575,562;$167,412 1,253,594 SOUL;124,129,198 SOUL
192;931;Atlas Navi NAVI;$0.3137;+0.58%;+16.36%;-16.94%;$16.31M $16,314,042;$558,234 1,780,585 NAVI;51,997,982 NAVI
193;954;Swash SWASH;$0.01587;+0.13%;+1.43%;-16.04%;$15.37M $15,366,707;$214,772 13,524,396 SWASH;968,301,137 SWASH
194;980;SPECTRE AI SPECTRE;$1.55;-0.18%;-6.24%;-26.48%;$14.07M $14,073,636;$364,650 235,627 SPECTRE;9,093,998 SPECTRE
195;993;PolkaBridge PBR;$0.1875;+7.75%;-9.02%;+197.77%;$14.08M $14,080,809;$1,905,375 10,472,243 PBR;75,106,689 PBR
196;999;AIPAD AIPAD;$0.1159;-0.19%;+7.65%;-14.78%;$13.26M $13,264,515;$576,640 4,958,977 AIPAD;114,453,067 AIPAD
197;1000;Matrix AI Network MAN;$0.03005;+1.15%;-5.44%;-11.52%;$13.29M $13,286,893;$204,576 6,830,142 MAN;442,153,465 MAN
198;1005;Image Generation AI IMGNAI;$0.01698;+0.65%;-3.11%;-27.46%;$13.19M $13,190,824;$203,213 12,005,857 IMGNAI;776,833,333 IMGNAI
199;1021;Bridge Oracle BRG;$0.001535;+0.46%;-1.31%;-36.80%;$12.29M $12,285,727;$1,136,818 740,236,692 BRG;8,002,167,205 BRG
