top;Nombre;Precio USD;1h%;24h%;7d%;CAP. USD;ACC. CIRCULACION;Symbol;Volumen (24h) USD;Volumen (24h) Tokens;CATEGORY
458;XPLA;0.1635;0.7;-1.79;-24.16;87513192.0;535382124.0;XPLA;447675.0;2731842.0;GAMING
466;GameFi.org;7.76;0.05;3.45;-16.54;84884297.0;10945063.0;GAFI;642138.0;82654.0;GAMING
467;Mines of Dalarnia;0.1521;0.67;-0.18;-32.8;84772496.0;557257797.0;DAR;25899161.0;170412397.0;GAMING
472;MyNeighborAlice;1.24;0.45;2.54;-30.42;83900190.0;67913333.0;ALICE;9403769.0;7609438.0;GAMING
482;SIDUS;0.008567;-0.38;3.58;-16.55;80159143.0;9356868845.0;SIDUS;1201775.0;139279973.0;GAMING
488;Star Atlas;0.004994;0.61;1.99;-30.54;78519253.0;15711472661.0;ATLAS;2145160.0;431279199.0;GAMING
495;Star Atlas DAO;0.2976;-0.16;3.06;-21.43;74061843.0;248789502.0;POLIS;640679.0;2147308.0;GAMING
511;BakeryToken;0.2404;0.21;1.23;-33.35;69647503.0;289770512.0;BAKE;18343498.0;76228808.0;GAMING
527;Alien Worlds;0.01584;-0.27;1.31;-31.46;65189892.0;4115351376.0;TLM;8066882.0;509586770.0;GAMING
541;Ultra;0.1701;-0.11;-0.35;-24.33;62754863.0;369087328.0;UOS;1161924.0;6831696.0;GAMING
547;Gods Unchained;0.2145;0.32;-1.52;-25.68;61164486.0;285416667.0;GODS;1035281.0;4821586.0;GAMING
551;Sweat Economy;0.008988;0.81;1.72;-22.38;60450989.0;6743185867.0;SWEAT;8109864.0;907506844.0;GAMING
554;FUNToken;0.005486;0.46;2.28;-22.66;60040641.0;10962808529.0;FUN;1537106.0;280701964.0;GAMING
557;Astrafer;0.378;0.0;0.55;2.73;59126713.0;156417090.0;ASTRAFER;205.0;542.0;GAMING
564;Verasity;0.005834;0.65;4.41;-18.69;58250927.0;10001381139.0;VRA;9378200.0;1606595603.0;GAMING
571;Gaimin;0.008691;0.75;2.45;-22.57;57661262.0;6634129332.0;GMRX;1414311.0;163358709.0;GAMING
575;The Root Network;0.0546;1.22;3.2;-17.68;56758313.0;1038925778.0;ROOT;7505106.0;137627683.0;GAMING
578;Games for a Living;0.0269;0.91;12.73;-19.76;55392638.0;2059277848.0;GFAL;1380435.0;51463399.0;GAMING
590;Cornucopias;0.06238;0.11;2.09;-20.48;52938489.0;848670162.0;COPI;530267.0;8497583.0;GAMING
622;COMBO;0.6675;0.75;1.29;-30.85;47370458.0;71051748.0;COMBO;3464914.0;5202372.0;GAMING
630;Reef;0.002028;0.34;2.36;-34.76;46277352.0;22821409581.0;REEF;16042491.0;7905242952.0;GAMING
633;PlayDapp;0.08113;0.68;0.44;-36.59;46064407.0;569084159.0;PDA;11231059.0;138973011.0;GAMING
645;League of Kingdoms Arena;0.2619;0.83;2.81;-25.36;43537352.0;166376242.0;LOKA;3953045.0;15114758.0;GAMING
646;Shrapnel;0.1798;0.47;-4.13;-23.86;43314969.0;240900741.0;SHRAP;2765371.0;15389427.0;GAMING
647;PLANET;5.11e-05;1.4;2.75;-19.11;43504166.0;851450035658.0;PLANET;3320179.0;65549859066.0;GAMING
649;DEAPcoin;0.001862;0.3;-0.81;-22.43;42775996.0;22998521512.0;DEP;1703750.0;915915806.0;GAMING
653;Voxies;0.2399;0.03;3.12;-25.16;41711860.0;174140671.0;VOXEL;5053456.0;21000742.0;GAMING
656;Cere Network;0.005982;-0.24;-0.16;-13.8;41502315.0;6939923952.0;CERE;866829.0;144708427.0;GAMING
678;ZTX;0.01342;0.3;0.62;-27.16;38585002.0;2875384166.0;ZTX;1297213.0;96931125.0;GAMING
690;Aurory;0.6573;-0.81;2.03;-12.46;36146825.0;54988643.0;AURY;307161.0;466147.0;GAMING
695;Farcana;0.1079;-0.0;2.23;-16.1;35926763.0;333141025.0;FAR;48019594.0;447175951.0;GAMING
703;Biswap;0.081;0.44;2.29;-29.16;34787232.0;429951293.0;BSW;3211689.0;39722528.0;GAMING
709;Altura;0.04662;-0.13;-0.01;-20.52;33561938.0;719755021.0;ALU;9383972.0;201031889.0;GAMING
738;NFT Worlds;0.04204;-1.4;-9.72;-38.94;29933203.0;712090665.0;WRLD;37695.0;885867.0;GAMING
740;Katana Inu;0.001385;-0.09;3.37;-19.44;29819982.0;21526767077.0;KATA;689723.0;494963542.0;GAMING
744;QORPO WORLD;0.6739;0.21;4.45;-5.69;29721231.0;44104454.0;QORPO;1587977.0;2359793.0;GAMING
763;BADMAD ROBOTS;0.04005;2.69;11.7;-25.25;28828546.0;719299800.0;METAL;348271.0;8835147.0;GAMING
764;Creo Engine;0.09725;0.2;1.47;-15.87;28235249.0;290296616.0;CREO;1941423.0;20015575.0;GAMING
767;VIDT DAO;0.03572;0.21;4.93;-24.93;27498531.0;770011370.0;VIDT;1994645.0;55810962.0;GAMING
772;HELLO Labs;0.04281;0.21;-0.09;-24.68;26991880.0;630523787.0;HELLO;1538646.0;36012800.0;GAMING
778;DeRace;0.2189;-0.04;0.66;-24.84;26252160.0;120000000.0;DERC;567832.0;2584023.0;GAMING
787;BurgerCities;0.4815;0.34;-1.98;-38.31;25658895.0;53350193.0;BURGER;5184180.0;10779236.0;GAMING
811;GameGPT;0.01661;1.75;4.25;-18.13;24159051.0;1454408582.0;DUEL;18674150.0;1137060184.0;GAMING
821;WAGMI Games;1.284e-05;0.39;-3.01;-25.92;23163729.0;1804354666195.0;WAGMIGAMES;5503060.0;431058102738.0;GAMING
840;GameSwift;0.3493;0.33;-5.37;-26.15;21872353.0;62621513.0;GSWIFT;368437.0;1054078.0;GAMING
901;Step App;0.006904;0.78;0.87;-33.83;17467118.0;2530000000.0;FITFI;5284866.0;765250308.0;GAMING
909;Dvision Network;0.02314;-0.42;-0.61;-36.09;16967773.0;733196290.0;DVI;555594.0;23860372.0;GAMING
915;Splintershards;0.01388;0.46;-0.44;-18.87;16697118.0;1201053373.0;SPS;99309.0;7152531.0;GAMING
917;DeFi Kingdoms;0.1462;0.41;1.35;-24.61;16669599.0;114005283.0;JEWEL;118414.0;809845.0;GAMING
933;EPIK Prime;0.01509;-2.4;9.19;-0.91;15970467.0;1053009615.0;EPIK;626232.0;41490888.0;GAMING
935;Octokn;0.06007;-0.44;6.74;-21.83;15816549.0;263573379.0;OTK;273079.0;4546020.0;GAMING
938;Phantasma;0.1266;0.02;1.21;-10.86;15724877.0;124129198.0;SOUL;117415.0;927089.0;GAMING
939;Saito;0.007946;-0.45;0.58;-6.6;15730650.0;1979292275.0;SAITO;203029.0;25550060.0;GAMING
941;Metacade;0.01168;-0.12;-1.89;-12.93;15549884.0;1330753754.0;MCADE;496004.0;42456977.0;GAMING
958;REVV;0.01233;-0.57;4.9;-17.61;14697777.0;1190694705.0;REVV;1411230.0;114466824.0;GAMING
961;GameZone;0.01736;-2.13;1.88;-20.83;14581198.0;840117285.0;GZONE;25517.0;1470023.0;GAMING
962;Affyn;0.0572;0.32;0.05;-19.84;14516307.0;254033788.0;FYN;797540.0;13942996.0;GAMING
963;Adshares;0.3742;-0.1;0.1;-12.43;14500246.0;38749753.0;ADS;4021.0;10744.0;GAMING
980;Medieval Empires;0.02488;0.31;15.92;2.63;13861128.0;559411443.0;MEE;761945.0;30619377.0;GAMING
993;Genopets;0.2983;-0.86;6.48;-2.92;13467728.0;44483993.0;GENE;54528.0;182807.0;GAMING
1021;BRN Metaverse;0.5127;-6.24;1.01;-22.76;11955502.0;23431906.0;BRN;907452.0;1770008.0;GAMING
1022;TOWER;0.009358;-0.57;0.33;-22.91;12007331.0;1283173142.0;TOWER;216918.0;23180615.0;GAMING
1037;PLAYA3ULL GAMES;0.002411;0.56;-0.63;-30.21;11431711.0;4723235871.0;3ULL;755228.0;313282604.0;GAMING
1051;GAMEE;0.01665;0.53;4.6;-7.28;10846153.0;651469589.0;GMEE;625559.0;37565336.0;GAMING
1055;DeFi Land;0.001486;-0.28;-1.18;-11.18;10603326.0;7137303616.0;DFL;14186.0;9549692.0;GAMING
1057;SENATE;0.09599;-0.2;0.49;-21.18;10543323.0;109822392.0;SENATE;79774.0;831050.0;GAMING
1068;Decimated;0.02521;0.44;-6.69;-26.07;10210812.0;404783310.0;DIO;269802.0;10701786.0;GAMING
1083;Matr1x Fire;1.08;0.87;-3.17;-0.65;9687052.0;8948412.0;FIRE;12219912.0;11301892.0;GAMING
1087;Decentral Games;0.02152;0.0;3.26;-16.1;9519805.0;442416060.0;DG;143.0;6635.0;GAMING
1095;PlayZap;0.2379;-1.41;2.43;-16.6;9283835.0;38937311.0;PZP;850016.0;3572274.0;GAMING
1096;Hoge Finance;2.347e-05;-0.09;0.5;-13.97;9239570.0;393869402757.0;HOGE;24459.0;1041984521.0;GAMING
1123;Gameswap;0.7163;1.72;4.97;-33.97;8523916.0;11899665.0;GSWAP;28519.0;39813.0;GAMING
1130;MagicCraft;0.001911;0.1;1.87;-11.83;8350640.0;4364257893.0;MCRT;403757.0;211268489.0;GAMING
1131;Pomerium;0.1101;-0.23;-3.19;-11.79;8316285.0;75501657.0;PMG;772509.0;7014973.0;GAMING
1139;Orbofi AI;0.01965;-0.94;5.18;-5.07;8125299.0;414000000.0;OBI;331158.0;16854710.0;GAMING
1152;Thetan World;0.06915;0.1;3.78;-20.1;7845369.0;113584954.0;THG;860575.0;12445666.0;GAMING
1163;Ben the Dog;0.007705;1.31;20.4;-5.46;7674233.0;999780947.0;BENDOG;1655980.0;214925479.0;GAMING
1171;Veloce;0.06923;1.82;3.87;-25.38;7518971.0;108466194.0;VEXT;601946.0;8695441.0;GAMING
1176;BreederDAO;0.05363;0.22;2.12;-11.81;7429160.0;138607003.0;BREED;599456.0;11177042.0;GAMING
1190;Reboot;0.04316;-5.57;32.37;-20.26;7019976.0;162237935.0;GG;720938.0;16704726.0;GAMING
1199;Netvrk;0.1365;1.54;1.81;-20.54;6907876.0;50557986.0;NETVR;53958.0;395265.0;GAMING
1202;Wall Street Games;0.02497;-1.42;-0.93;-28.93;6958756.0;275384341.0;WSG;72498.0;2902878.0;GAMING
1204;Dypius [New];0.07732;-0.49;-5.78;1.47;6781636.0;88744341.0;DYP;646286.0;8358796.0;GAMING
1212;Bag;0.002849;0.59;10.06;-13.65;6584686.0;2311127109.0;BAG;168138.0;59026930.0;GAMING
1214;Rainbow Token;0.03315;-0.04;0.19;-32.33;6515833.0;196625256.0;RBW;382748.0;11544881.0;GAMING
1215;DeHub;0.001599;0.0;1.54;-2.04;6515561.0;4075792623.0;DHB;466.0;291755.0;GAMING
1228;Blink Galaxy;0.001061;0.01;4.84;-16.05;6293915.0;5933475330.0;GQ;2444299.0;2304212749.0;GAMING
1234;Captain Tsubasa;0.03375;0.02;-0.52;-1.21;6038136.0;178880147.0;TSUGT;90352.0;2676887.0;GAMING
1236;Aether Games;0.07502;0.06;-6.45;-26.67;6024946.0;80327000.0;AEG;147998.0;1972861.0;GAMING
1250;UNKJD;0.01871;-3.29;5.77;-11.84;5686926.0;303966298.0;MBS;124569.0;6659077.0;GAMING
1276;Wownero;0.07892;6.04;-4.76;-16.74;5228333.0;66139439.0;WOW;30611.0;387878.0;GAMING
1287;Dark Frontiers;0.02905;-0.01;1.7;-13.98;5029060.0;173109555.0;DARK;124251.0;4276905.0;GAMING
1288;Gamestarter;0.1647;-0.05;1.79;-18.44;5007623.0;30420970.0;GAME;201372.0;1222657.0;GAMING
1294;Cryowar;0.01896;-0.7;-1.33;-22.37;4929584.0;260000000.0;CWAR;70069.0;3695328.0;GAMING
1295;DOSE;0.005765;0.54;-2.13;-24.9;4925056.0;853702151.0;DOSE;5190146.0;900276838.0;GAMING
1296;BabySwap;0.008012;-0.08;2.54;-16.87;4906140.0;614068400.0;BABY;190482.0;23775400.0;GAMING
1302;X World Games;0.001434;-0.43;0.69;-26.11;4857113.0;3377564103.0;XWG;141184.0;98484475.0;GAMING
1320;Rebel Bots;0.03622;0.24;-1.77;-6.41;4467259.0;123295295.0;RBLS;59907.0;1653857.0;GAMING
1326;MARS4;0.001728;0.12;-6.7;-11.41;4313587.0;2483082772.0;MARS4;288653.0;167027985.0;GAMING
1329;Sinverse;0.006624;0.31;-8.31;-22.55;4243705.0;639944169.0;SIN;1109598.0;167505188.0;GAMING
1337;Dotmoovs;0.005463;3.24;-0.67;-30.59;3958205.0;731180094.0;MOOV;923662.0;169083745.0;GAMING
1341;DOGAMÍ;0.01151;-0.02;-1.76;-23.89;3966839.0;344541404.0;DOGA;41509.0;3605717.0;GAMING
1353;Exeedme;0.04207;0.23;2.03;-13.02;3846550.0;91430976.0;XED;70772.0;1682339.0;GAMING
1356;Xaya;0.06995;-0.35;2.4;-10.65;3830526.0;54745777.0;CHI;7900.0;112937.0;GAMING
1371;Crypton;0.3638;0.05;0.03;9.78;3553124.0;9768314.0;CRP;582055.0;1600068.0;GAMING
1401;Battle World;0.004703;0.03;-3.9;-43.19;3231716.0;690058960.0;BWO;237333.0;50461805.0;GAMING
1404;Unix Gaming;0.008266;0.33;0.99;-34.89;3180254.0;384723122.0;UNIX;15834.0;1915463.0;GAMING
1410;Revomon;0.09454;0.27;6.59;-21.32;3115398.0;32951612.0;REVO;87569.0;926215.0;GAMING
1448;Fabwelt;0.01168;-0.49;-2.49;-18.02;2676056.0;228991733.0;WELT;285875.0;24470370.0;GAMING
1451;ChainGuardians;0.04338;0.05;2.17;-10.15;2668113.0;61478209.0;CGG;26518.0;611284.0;GAMING
1455;VisionGame;0.00481;0.21;2.93;-12.1;2645577.0;550000000.0;VISION;433730.0;90144702.0;GAMING
1458;SHILL Token;0.007247;0.06;2.03;-20.48;2587885.0;357073944.0;SHILL;716166.0;98820535.0;GAMING
1459;Heroes Chained;0.0525;0.66;-0.38;-36.0;2580673.0;49153913.0;HEC;216957.0;4132362.0;GAMING
1460;Niftyx Protocol;0.05022;-3.32;-1.24;-32.85;2580402.0;51386058.0;SHROOM;5881.0;117115.0;GAMING
1465;NFTb;0.01014;-1.91;0.69;-29.79;2530140.0;249435031.0;NFTB;580781.0;57261613.0;GAMING
1470;Castle of Blackwater;0.3322;-0.66;0.15;-25.31;2478524.0;7475175.0;COBE;21083.0;63468.0;GAMING
1477;Vidya;0.06431;0.29;1.79;-12.03;2468612.0;38248269.0;VIDYA;308017.0;4789225.0;GAMING
1493;RealFevr;0.0002137;0.01;2.12;-22.09;2303479.0;10779065385.0;FEVR;342984.0;1604946865.0;GAMING
1498;My DeFi Pet;0.05465;-0.17;1.43;-12.39;2277013.0;41657911.0;DPET;58313.0;1067054.0;GAMING
1505;Monsta Infinite;0.01533;-0.86;1.27;-23.22;2202455.0;142965613.0;MONI;523047.0;34116339.0;GAMING
1515;Dreams Quest;0.001365;-0.11;-2.74;-24.87;2134826.0;1564101228.0;DREAMS;120579.0;88321487.0;GAMING
1517;FEAR;0.1183;-0.06;-2.19;-33.92;2117613.0;17909950.0;FEAR;998546.0;8438856.0;GAMING
1527;Seascape Crowns;0.4242;0.69;1.61;-22.93;2056347.0;4852052.0;CWS;397245.0;936366.0;GAMING
1533;XCarnival;0.002557;-1.37;-6.56;-29.38;2022936.0;790640622.0;XCV;222938.0;87148490.0;GAMING
1535;Kryptomon;0.01042;-0.2;0.34;-28.32;1982169.0;189843488.0;KMON;178362.0;17112815.0;GAMING
1537;ZooKeeper;0.004249;0.0;7.62;-25.53;1974433.0;464638994.0;ZOO;1286.0;302612.0;GAMING
1564;IQ Protocol;0.1621;-0.28;2.77;-10.99;1793325.0;11061937.0;IQT;487396.0;3005119.0;GAMING
1599;Monsterra (MSTR);0.1246;-0.6;3.51;-8.69;1613636.0;12949722.0;MSTR;168186.0;1352956.0;GAMING
1615;Polychain Monsters;0.4264;-1.02;-1.29;-28.05;1453900.0;3410185.0;PMON;31748.0;74476.0;GAMING
1620;OneRare;0.02821;0.01;-0.2;-8.71;1426054.0;50553711.0;ORARE;116325.0;4123926.0;GAMING
1621;Blockchain Monster Hunt;0.005981;-0.01;0.66;-11.48;1421136.0;237574369.0;BCMC;16355.0;2734621.0;GAMING
1622;Revolve Games;0.01841;0.0;-0.26;8.07;1419774.0;77123569.0;RPG;2802.0;152186.0;GAMING
1648;Eldarune;0.01192;-0.33;-4.85;-38.15;1309232.0;109840284.0;ELDA;586751.0;49247976.0;GAMING
1664;The Unfettered Ecosystem;0.004462;-2.55;-0.16;-21.25;1230786.0;275833817.0;SOULS;97712.0;21859410.0;GAMING
1666;Hypr Network;0.01652;1.67;-4.42;-15.09;1186819.0;71819593.0;HYPR;2399.0;145156.0;GAMING
1688;MetaFighter;0.001805;0.24;2.92;4.12;1109733.0;614033258.0;MF;112220.0;62163222.0;GAMING
1691;SafeMoon Inu;1.09e-06;0.0;2.76;-12.8;1089650.0;1000000000000.0;SMI;231.0;212385679.0;GAMING
1754;Nemesis Downfall;0.0001216;0.56;-25.44;-43.14;840387.0;6912194283.0;ND;181503.0;1493029846.0;GAMING
1758;GameCredits;0.004296;2.4;42.61;-55.35;832717.0;193823106.0;GAME;171626.0;39764309.0;GAMING
1762;Elemon;0.001269;0.0;6.72;-28.42;818577.0;644908310.0;ELMON;691.0;544123.0;GAMING
1766;Artisse;0.0008337;0.99;0.1;-21.18;807893.0;968534281.0;CATHEON;23314.0;27965344.0;GAMING
1771;Token IN;0.08835;-1.56;13.74;-4.02;788009.0;8923801.0;TIN;756356.0;8561379.0;GAMING
1784;Meme Alliance;0.01315;0.56;11.39;-10.03;746078.0;56750614.0;MMA;53076.0;4043936.0;GAMING
1788;Carbon;0.0209;0.03;3.1;-13.49;735479.0;35188718.0;CARBON;4949.0;236748.0;GAMING
1789;Forest Knight;0.03785;-2.02;-7.91;-30.19;725394.0;19167672.0;KNIGHT;25222.0;666410.0;GAMING
1804;Mars Token;0.001889;-3.2;-14.54;-38.91;679086.0;357176725.0;MRST;118233.0;62575918.0;GAMING
1822;Playermon;0.001467;13.16;15.49;-23.96;625191.0;427072302.0;PYM;22070.0;15047128.0;GAMING
1845;STARSHIP;0.0305;-0.46;1.07;-14.42;576669.0;18908258.0;STARSHIP;321.0;10511.0;GAMING
1849;Dawn Protocol;0.007593;-0.15;3.66;7.66;565415.0;74464266.0;DAWN;7.0;909.0;GAMING
1850;CryptoBlades;0.6137;0.5;5.52;-9.35;567497.0;924746.0;SKILL;357029.0;583998.0;GAMING
1851;Wizardia;0.004406;-9.12;-0.84;-14.84;556197.0;126906692.0;WZRD;65970.0;14973896.0;GAMING
1856;Binamon;0.004689;0.25;2.92;-11.48;540080.0;115453949.0;BMON;22626.0;4824924.0;GAMING
1857;FaraLand;0.0236;-0.11;1.24;-15.77;544227.0;22928676.0;FARA;26391.0;1118060.0;GAMING
1896;Chain of Legends;0.003817;0.33;5.1;-3.35;469642.0;123033781.0;CLEG;9445.0;2474439.0;GAMING
1902;Mist;0.008188;-0.03;10.63;-13.2;460976.0;56357088.0;MIST;106495.0;13005794.0;GAMING
1904;Refereum;9.042e-05;-0.17;-3.82;-18.31;452435.0;4999180100.0;RFR;19194.0;212262267.0;GAMING
1927;Kaby Arena;0.0004412;-0.07;-0.31;-6.92;390882.0;886247873.0;KABY;13684.0;31018164.0;GAMING
1949;Binemon;0.0008544;0.22;-4.58;-15.06;356184.0;416778746.0;BIN;113783.0;133168304.0;GAMING
1973;Ninneko;0.004701;-0.32;4.82;-5.06;305088.0;64904273.0;NINO;4818.0;1025041.0;GAMING
1983;The HUSL;0.02831;0.0;-2.65;-32.69;293866.0;10379879.0;HUSL;14750.0;520992.0;GAMING
1987;My Master War;0.004345;0.13;-0.79;-20.13;290985.0;67108529.0;MAT;4426.0;1018738.0;GAMING
2008;Crabada;0.0007305;0.0;-1.06;-33.65;260048.0;355983565.0;CRA;11.0;14503.0;GAMING
2014;CryptoTycoon;0.3294;0.08;-1.98;-40.1;254398.0;769283.0;CTT;14919.0;45286.0;GAMING
2021;ROCKI;0.03029;-3.74;8.78;-6.35;244256.0;8057237.0;ROCKI;51233.0;1691248.0;GAMING
2029;Refinable;0.005789;0.15;6.24;-8.85;237724.0;41059833.0;FINE;145564.0;25145138.0;GAMING
2047;PolkaWar;0.002602;-0.16;-1.66;-4.41;216705.0;82822168.0;PWAR;24917.0;9577018.0;GAMING
2050;RaceFi;0.004628;0.31;1.4;-3.15;213759.0;46185335.0;RACEFI;516.0;111529.0;GAMING
2056;HEROcoin;0.001188;0.56;0.67;-3.32;209098.0;177023648.0;PLAY;3006.0;2529907.0;GAMING
2057;ASPO World;0.00263;0.0;1.22;-18.18;210254.0;79936866.0;ASPO;703.0;267247.0;GAMING
2066;Defina Finance;0.003006;0.15;-8.43;-9.22;205199.0;67819855.0;FINA;30644.0;10193465.0;GAMING
2070;MetaShooter;0.006178;0.03;-1.36;-13.04;199298.0;32260173.0;MHUNT;74273.0;12021160.0;GAMING
2104;CryptoTanks;0.003524;1.13;-24.07;-38.98;167944.0;48610000.0;TANK;8171.0;2318314.0;GAMING
2105;DinoX;0.004992;0.13;-0.96;2.69;169705.0;34011080.0;DNXC;154775.0;31005775.0;GAMING
2134;Mochi Market;0.003726;0.03;14.59;-0.47;146475.0;39311982.0;MOMA;562.0;150911.0;GAMING
2143;Cryptopolis;0.001594;-0.94;-5.62;-17.99;141688.0;88913639.0;CPO;25466.0;15980757.0;GAMING
2153;RUSH COIN;8.104e-05;0.01;3.07;-38.99;128391.0;1584249827.0;RUSH;123.0;1521805.0;GAMING
2161;Zuki Moba;0.003324;-0.0;4.97;-1.42;122376.0;36819022.0;ZUKI;17834.0;5365670.0;GAMING
2163;COGI;0.00198;0.0;2.95;-9.23;121939.0;61587047.0;COGI;149.0;75023.0;GAMING
2187;Gunstar Metaverse;0.0034;-1.27;0.6;-14.75;106426.0;31290286.0;GSTS;4297.0;1263656.0;GAMING
