NAME;PORTFOLIO;SYMBOL
Polkadot;Fenbushi Capital;DOT
Internet Computer;Fenbushi Capital;ICP
VeChain;Fenbushi Capital;VET
EOS;Fenbushi Capital;EOS
Siacoin;Fenbushi Capital;SC
Biconomy;Fenbushi Capital;BICO
Zcash;Fenbushi Capital;ZEC
NYM;Fenbushi Capital;NYM
TenX;Fenbushi Capital;PAY
Connext Network;Fenbushi Capital;NEXT
BitDAO;Fenbushi Capital;BIT
BlockchainSpace;Fenbushi Capital;GUILD
