NAME;PORTFOLIO;SYMBOL
Bitcoin;Binance Labs;BTC
Ethereum;Binance Labs;ETH
Polygon;Binance Labs;MATIC
Aptos;Binance Labs;APT
Injective;Binance Labs;INJ
Sui;Binance Labs;SUI
Ethena;Binance Labs;ENA
BitTorrent (New);Binance Labs;BTT
MultiversX;Binance Labs;EGLD
Axelar;Binance Labs;AXL
Kava;Binance Labs;KAVA
Oasis Network;Binance Labs;ROSE
Terra Classic;Binance Labs;LUNC
1inch Network;Binance Labs;1INCH
Manta Network;Binance Labs;MANTA
Altlayer;Binance Labs;ALT
Biconomy;Binance Labs;BICO
